TWA\TWS;6;8;12;15;18;22;25;26;30;35;40
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.0;0.0;0.0;0.45849997;0.91699994;0.99185336;1.048;0.98511994;0.73359996;0.786;0.786
20;0.0;0.0;0.0;1.14625;2.2925;2.4796467;2.62;2.4627998;1.8339999;1.9649999;1.3754998
25;0.0;1.31;3.9299998;3.799;3.6679997;3.9674265;4.192;3.9404798;2.9343998;3.144;1.9649999
30;0.0;2.0872622;6.2618;5.65265;5.0434995;5.4552197;5.764;5.41816;4.0347996;4.323;2.5544999
35;0.91699994;3.6679997;9.17;7.7944994;6.4189997;6.943;7.3359995;6.8958397;5.1352;5.5019994;3.144
40;1.8339999;5.0565996;11.5018;10.175425;8.84905;9.526503;10.034599;9.3334875;6.52904;6.42162;4.58631
45;2.7509997;6.4452;13.8336;12.55635;11.279099;12.11002;12.7332;11.771136;7.9228797;7.34124;6.0286202
50;3.14793;7.0360093;14.81217;13.59256;12.372949;13.287708;13.973769;12.850575;8.3578;7.9071593;6.7753196
55;3.5461698;7.627252;15.78943;14.628769;13.468109;14.465202;15.213029;13.92923;8.794029;8.47308;7.52202
60;3.9430997;8.218062;16.768;15.66498;14.561959;15.642893;16.4536;15.008669;9.22895;9.039;8.26872
65;4.4933;8.781362;17.3575;16.30819;15.258879;16.660198;17.7112;16.206795;10.189179;9.671729;8.69316
70;5.0434995;9.344662;17.946999;16.951399;15.9558;17.677519;18.968798;17.405184;11.15072;10.30446;9.1175995
75;5.54785;10.183063;19.453499;18.218168;16.98284;18.962067;20.44648;18.99238;13.175979;11.56992;10.217999
80;5.73125;10.8075;20.96;19.691263;18.42253;20.57317;22.186161;20.712671;14.81872;12.68604;11.192639
85;5.8006797;10.92147;21.16305;20.120945;19.07884;21.288626;22.94596;21.446009;15.44621;13.220519;11.813579
90;5.8687997;11.034562;21.366098;20.549969;19.733839;22.003506;23.70576;22.179346;16.0737;13.754999;12.434519
95;5.9146495;11.15465;21.634647;21.04908;20.463509;24.151722;26.91788;24.844412;16.550539;14.430959;12.97686
100;5.9605;11.274737;21.903198;21.547533;21.19187;26.299374;30.13;27.509474;17.02738;15.106918;13.519199
105;5.8687997;10.986537;21.222;21.11327;21.00454;27.147314;31.754398;28.81633;17.06406;15.515639;13.912199
110;5.7770996;10.619738;20.304998;20.56045;20.815899;27.9947;33.3788;30.123188;17.100739;15.924359;14.3052
115;5.18105;10.113199;19.977499;19.777723;19.57795;27.546495;33.5229;30.234798;17.0824;16.140509;14.647109
120;4.585;9.606662;19.65;18.994999;18.34;27.09828;33.667;30.346409;17.06406;16.356659;14.989019
125;3.82127;8.07877;16.59377;16.7025;16.81123;26.13244;33.12335;29.892365;16.96843;16.47849;15.354509
130;3.0562298;6.549567;13.53623;14.41;15.283769;25.167156;32.5797;29.438318;16.872799;16.600319;15.719999
135;2.2925;5.0216618;10.48;12.117499;13.754999;23.658598;31.086298;28.223162;16.770618;16.78896;16.16802
140;1.77243;4.238282;9.17;10.698114;12.22623;22.419521;30.064499;27.352798;16.506;16.898998;16.506
145;1.25367;3.4557798;7.8599997;9.279385;10.69877;21.091183;28.885498;26.346457;16.19029;16.9776;16.506
150;0.73359996;2.6723998;6.5499997;7.8599997;9.17;18.71428;25.8725;23.762877;15.324379;16.506;15.719999
155;0.6419;2.465852;6.1137695;7.3359995;8.558229;17.205723;23.691347;21.924946;14.85933;16.026539;15.10299
160;0.5502;2.258872;5.67623;6.8119993;7.9477696;15.697729;21.510199;20.086752;14.39297;15.547079;14.485979
165;0.45849997;2.0523376;5.24;6.288;7.3359995;14.065653;19.1129;18.010403;13.600419;14.8161;13.3619995
170;0.36679998;1.84579;4.80377;5.91727;7.03077;13.178782;17.789799;16.623375;11.95768;12.576;11.876459
175;0.2751;1.63881;4.3662295;5.5452294;6.7242293;12.407389;16.66975;15.548389;11.062949;11.754629;11.24373
180;0.18339999;1.4322623;3.9299998;5.1745;6.4189997;11.636546;15.549699;14.473403;10.16822;10.933259;10.611
