TWA\TWS;6;8;12;15;18;22;25;26;30;35;40
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.0;0.0;0.0;0.393;0.786;0.8608534;0.91699994;0.97804594;1.22223;1.31;1.31
20;0.0;0.0;0.0;0.98249996;1.9649999;2.1521466;2.2925;2.445246;3.0562298;3.2749999;2.2925
25;0.0;0.6270577;1.8811599;2.51258;3.144;3.4434266;3.6679997;3.9124458;4.8902297;5.24;3.2749999
30;0.0;0.9986523;2.9959698;3.6594849;4.323;4.7347198;5.0434995;5.3796453;6.7242293;7.205;4.2574997
35;0.45849997;1.7685;4.3884997;4.94525;5.5019994;6.0259995;6.4189997;6.846846;8.558229;9.17;5.24
40;0.91699994;2.4457698;5.50331;6.544105;7.5848994;8.268339;8.78093;9.201178;10.88217;10.7027;7.64385
45;1.3754998;3.1234722;6.6194296;8.143615;9.6678;10.509946;11.14155;11.554199;13.2048;12.235399;10.0477
50;1.57462;3.4121177;7.0870996;8.846429;10.60576;11.531747;12.22623;12.567091;13.930539;13.1786;11.292199
55;1.77243;3.7003176;7.55608;9.549899;11.54372;12.554293;13.312219;13.581031;14.656279;14.121799;12.536699
60;1.9715499;3.98895;8.023749;10.252714;12.481679;13.576093;14.396899;14.593661;15.38071;15.065;13.7812
65;2.24665;4.2662377;8.3054;10.692219;13.07904;14.460906;15.497299;15.794407;16.98284;16.119549;14.4886
70;2.5217497;4.543512;8.5870495;11.131725;13.676399;15.345718;16.5977;16.995153;18.58497;17.174099;15.196
75;2.77458;4.9526772;9.30886;11.93279;14.55672;16.46184;17.890669;18.704441;21.95953;19.2832;17.029999
80;2.8662798;5.253978;10.02936;12.9100485;15.790739;17.860538;19.41289;20.469797;24.69743;21.143398;18.654398
85;2.9003398;5.3089976;10.1263;13.239514;16.35273;18.481663;20.07837;21.211256;25.742807;22.034199;19.689299
90;2.9343998;5.364017;10.22324;13.568979;16.914719;19.10204;20.742538;21.95167;26.788189;22.925;20.7242
95;2.9579797;5.422522;10.35162;13.945604;17.539589;19.757603;21.421118;22.653568;27.583359;24.0516;21.6281
100;2.98025;5.4806075;10.48131;14.322885;18.16446;20.413166;22.0997;23.355465;28.378529;25.178198;22.532
105;2.9343998;5.3413024;10.155119;14.079225;18.003328;20.037943;21.56391;22.938885;28.438787;25.859398;23.187
110;2.8885498;5.164452;9.7162695;13.779235;17.8422;19.66272;21.02812;22.522568;28.500359;26.5406;23.842
115;2.5911798;4.91381;9.55907;13.170085;16.7811;19.260366;21.11982;22.589901;28.470228;26.900848;24.41185
120;2.2925;4.662722;9.403179;12.561589;15.719999;18.857265;21.210209;22.655924;28.438787;27.261099;24.981699
125;1.9099798;3.9199522;7.9399095;11.174955;14.41;18.100452;20.8683;22.350695;28.280277;27.46415;25.590849
130;1.52877;3.1784923;6.47795;9.788975;13.099999;17.342907;20.52508;22.044418;28.121767;27.6672;26.199999
135;1.14625;2.4357224;5.01468;8.40234;11.789999;16.244;19.5845;21.257631;27.95016;27.9816;26.9467
140;0.88686997;2.0540798;4.3884997;7.43425;10.48;15.315025;18.941288;20.655031;27.509998;28.164999;27.509998
145;0.62617993;1.6711277;3.76101;6.465505;9.17;14.329159;18.198519;19.955753;26.98469;28.296;27.509998
150;0.36679998;1.2894722;3.1348298;5.4974146;7.8599997;12.68304;16.30033;18.148478;25.541069;27.509998;26.199999
155;0.32095;1.1890477;2.92523;5.1306148;7.3359995;11.673226;14.92614;16.894022;24.76555;26.710897;25.17165
160;0.2751;1.0890423;2.7169397;4.76447;6.8119993;10.6634;13.5519495;15.639303;23.98872;25.9118;24.1433
165;0.22924998;0.98861766;2.50734;4.39767;6.288;9.57572;12.04152;14.166863;22.66824;24.693499;22.269999
170;0.18339999;0.8886123;2.2990499;4.1625247;6.0259995;8.9866;11.20705;12.951445;19.92903;20.96;19.794098
175;0.13755;0.7881877;2.08945;3.9267247;5.764;8.471586;10.50227;12.089465;18.43825;19.59105;18.73955
180;0.091699995;0.6881823;1.8811599;3.69158;5.5019994;7.9558134;9.79618;11.226175;16.94616;18.2221;17.685
