TWA\TWS;6;8;12;15;18;22;25;26;30;35;40
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.0;0.0;0.0;0.655;1.31;1.31;1.31;1.280394;1.16197;1.048;1.048
20;0.0;0.0;0.0;1.6374999;3.2749999;3.2749999;3.2749999;3.2008538;2.90427;2.62;1.8339999
25;0.0;0.9117599;2.73528;3.9876397;5.24;5.24;5.24;5.1213136;4.6465697;4.192;2.62
30;0.0;1.4527899;4.35837;5.7816844;7.205;7.205;7.205;7.041774;6.38887;5.764;3.4059997
35;0.7205;2.6077776;6.38232;7.7761593;9.17;9.17;9.17;8.962234;8.131169;7.3359995;4.192
40;1.441;3.629132;8.00541;10.323454;12.641499;12.585352;12.543249;12.102041;10.33721;8.56216;6.11508
45;2.1615;4.6505;9.628499;12.870749;16.112999;16.00072;15.916499;15.242111;12.5445595;9.78832;8.03816
50;2.47328;5.0849876;10.30839;13.992109;17.675829;17.556057;17.46623;16.619707;13.23362;10.54288;9.033759
55;2.78637;5.5207725;10.98959;15.114779;19.23997;19.112715;19.01727;17.99835;13.92268;11.297439;10.02936
60;3.0981498;5.955692;11.67079;16.236794;20.8028;20.668053;20.567;19.375948;14.61174;12.051999;11.02496
65;3.5304499;6.380577;12.08082;16.93961;21.798399;21.993027;22.138998;20.937992;16.133959;12.895639;11.5908785
70;3.96275;6.80545;12.4908495;17.642424;22.793999;23.317999;23.710999;22.499773;17.65487;13.73928;12.156799
75;4.3596797;7.41984;13.54016;18.90068;24.2612;25.00228;25.5581;24.618828;20.86175;15.426559;13.623999
80;4.50378;7.86524;14.588159;20.45303;26.3179;27.126352;27.732698;26.878841;23.463408;16.914719;14.923519
85;4.55749;7.9482017;14.72964;20.992094;27.254549;28.070496;28.68245;27.837236;24.45639;17.62736;15.751439
90;4.6112;8.0311775;14.8711195;21.53116;28.1912;29.014624;29.6322;28.795631;25.44937;18.34;16.57936
95;4.64788;8.117638;15.05714;22.144894;29.232649;30.014902;30.601599;29.722065;26.20393;19.24128;17.302479
100;4.68325;8.203652;15.24447;22.759285;30.2741;31.015179;31.571;30.648758;26.959799;20.14256;18.0256
105;4.6112;7.9975495;14.770248;22.3879;30.00555;30.462923;30.80596;30.048254;27.017439;20.68752;18.549599
110;4.5391498;7.73686;14.132279;21.934639;29.737;29.910664;30.040918;29.447752;27.075077;21.23248;19.073599
115;4.07148;7.3490996;13.90434;20.93642;27.9685;29.226845;30.170609;29.54574;27.046259;21.520678;19.52948
120;3.6025;6.960462;13.676399;19.9382;26.199999;28.543026;30.300297;29.643726;27.017439;21.80888;19.98536
125;3.0025198;5.8513374;11.54896;17.782595;24.01623;27.32791;29.811668;29.222692;26.86679;21.971317;20.47268
130;2.4012299;4.741322;9.421519;15.627644;21.833769;26.11261;29.321728;28.80035;26.714828;22.133759;20.96
135;1.80125;3.6321976;7.2940793;13.47204;19.65;24.408667;27.977669;27.692614;26.552387;22.385279;21.557358
140;1.3925298;3.0557976;6.38232;11.924274;17.46623;22.94727;27.05805;26.873339;26.1345;22.532;22.007998
145;0.98511994;2.4802623;5.47056;10.377165;15.283769;21.405582;25.996948;25.924637;25.63539;22.6368;22.007998
150;0.5764;1.9038622;4.5587997;8.829399;13.099999;18.920145;23.285248;23.480963;24.263819;22.007998;20.96
155;0.50434995;1.7545222;4.2548795;8.240555;12.22623;17.424309;21.32287;21.763552;23.526289;21.36872;20.13732
160;0.4323;1.6051822;3.95096;7.6523643;11.353769;15.928289;19.359179;20.045095;22.78876;20.729439;19.31464
165;0.36025;1.4558423;3.6470397;7.06352;10.48;14.32092;17.201609;18.068304;21.535088;19.754799;17.816
170;0.2882;1.3065022;3.3431199;6.6934447;10.043769;13.453516;16.01082;16.59534;18.93343;16.768;15.835279
175;0.21615;1.1571622;3.0391998;6.322715;9.60623;12.69035;15.003429;15.505946;17.51601;15.672839;14.99164
180;0.1441;1.0078223;2.73528;5.95264;9.17;11.926987;13.994729;14.415502;16.098589;14.57768;14.148
