TWA\TWS;6;8;12;15;18;22;25;26;30;35;40
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.0;0.0;0.0;0.3275;0.655;0.655;0.655;0.59735996;0.36679998;0.393;0.393
20;0.0;0.0;0.0;0.81874996;1.6374999;1.6374999;1.6374999;1.4933999;0.91699994;0.98249996;0.6877499
25;0.0;1.1396999;3.4190998;3.0195498;2.62;2.62;2.62;2.3894398;1.4671999;1.572;0.98249996
30;0.0;1.8160923;5.44829;4.525395;3.6025;3.6025;3.6025;3.2854798;2.0173998;2.1615;1.2772499
35;1.31;3.5326376;7.9779;6.28145;4.585;4.585;4.585;4.1815195;2.5676;2.7509997;1.572
40;2.62;5.0823674;10.00709;8.163919;6.3207493;6.2930565;6.2722797;5.670728;3.26452;3.21081;2.29381
45;3.9299998;6.631652;12.03497;10.045734;8.0564995;8.000353;7.9582496;7.1588874;3.9614398;3.67062;3.0143101
50;4.49723;7.2936473;12.886469;10.862519;8.83857;8.778689;8.733769;7.822796;4.1789;3.9535797;3.3876598
55;5.06577;7.956062;13.736659;11.677995;9.619329;9.555702;9.507979;8.485656;4.39636;4.23654;3.76101
60;5.633;8.618057;14.588159;12.49478;10.4014;10.334026;10.2835;9.149564;4.61382;4.5195;4.13436
65;6.4189997;9.313222;15.101679;13.000439;10.8991995;10.996519;11.069499;9.874517;5.0945897;4.8365197;4.34658
70;7.205;10.007967;15.613889;13.505445;11.396999;11.658999;11.855499;10.599471;5.57536;5.15223;4.5587997
75;7.9255;10.9254;16.9252;14.5279;12.1306;12.501146;12.77905;11.540837;6.5879893;5.78496;5.1089997
80;8.1875;11.536737;18.235199;15.697075;13.15895;13.563176;13.866349;12.574952;7.40936;6.34302;5.5963197
85;8.285749;11.661188;18.41205;16.019989;13.62793;14.035902;14.341879;13.017993;7.72245;6.6102595;5.9067893
90;8.384;11.785637;18.588898;16.342249;14.0956;14.507319;14.8161;13.460249;8.03685;6.8774996;6.2172594
95;8.449499;11.9070215;18.822079;16.719528;14.61698;15.00774;15.300799;13.895694;8.2752695;7.2154794;6.48843
100;8.514999;12.0284195;19.055258;17.096153;15.13705;15.507596;15.7855;14.331138;8.51369;7.553459;6.7595997
105;8.384;11.743717;18.463139;16.733284;15.003429;15.231749;15.40298;14.028789;8.53203;7.7578197;6.9560995
110;8.253;11.39045;17.665348;16.266924;14.8685;14.955339;15.020459;13.726441;8.550369;7.9621797;7.1526
115;7.4014997;10.728022;17.381079;15.682665;13.98425;14.613796;15.085959;13.777007;8.5412;8.0709095;7.3242097
120;6.5499997;10.065162;17.095499;15.097749;13.099999;14.27152;15.150148;13.826525;8.53203;8.178329;7.4945097
125;5.4587693;8.451242;14.4362;13.222485;12.008769;13.663863;14.90518;13.620855;8.48356;8.2399;7.67791
130;4.3662295;6.8364573;11.776899;11.346564;10.91623;13.05639;14.66152;13.416495;8.436399;8.300159;7.8599997
135;3.2749999;5.2225375;9.1175995;9.471299;9.825;12.204706;13.98949;12.868653;8.385309;8.39448;8.08401
140;2.53223;4.3474574;7.9779;8.355835;8.733769;11.474289;13.529679;12.474343;8.253;8.449499;8.253
145;1.7907699;3.473242;6.8381996;7.239715;7.64123;10.702884;12.99913;12.018464;8.095799;8.4888;8.253
150;1.048;2.5981622;5.6984997;6.12425;6.5499997;9.46044;11.643279;10.847061;7.6621895;8.253;7.8599997
155;0.91699994;2.3841999;5.3185997;5.716185;6.1137695;8.712063;10.660779;10.014425;7.42901;8.013269;7.5521493
160;0.786;2.1702375;4.9386997;5.3074646;5.67623;7.9638696;9.679589;9.1831;7.1971397;7.7735395;7.2429895
165;0.655;1.9562622;4.5587997;4.8993998;5.24;7.1608396;8.6014595;8.241209;6.8002095;7.40805;6.6809998
170;0.524;1.7423;4.1789;4.6000648;5.0212297;6.7264695;8.00541;7.6000957;5.97884;6.288;5.9382296
175;0.393;1.5283376;3.799;4.301385;4.80377;6.3450766;7.5010595;7.107012;5.53082;5.8779697;5.6225195
180;0.262;1.3143623;3.4190998;4.00205;4.585;5.963866;6.9980197;6.6152377;5.08411;5.4666295;5.3055
